UUID,Transmitting time,Collecting time,Longitude,Latitude,Altitude,Altitude (Ellipsoid),Speed,North Speed,East Speed,Down Speed,Course,Satellite used,Positioning mode,HorAccuracy,VerAccuracy,GPS time consumption,Data Source,HDOP,VDOP
2c000014a2,2026-06-07T00:33:32.448Z,2026-06-03T08:00:31Z,141.3350016,42.990096,93.3,124.5,0.1,0,0,0,0,5,2,-99999.9,-99999.9,26,[2],2.17,2.49
2c000014a2,2026-06-07T00:33:32.45Z,2026-06-03T08:40:06Z,141.3343232,42.9888416,175.2,206.4,1,0,0,0,207.1,4,2,-99999.9,-99999.9,2,[2],1.97,3.16
2c000014a2,2026-06-07T00:33:32.452Z,2026-06-03T08:50:29Z,141.330112,42.9878784,-31.8,-0.6,0,0,0,0,0,3,2,-99999.9,-99999.9,25,[2],2.72,4.85
2c000014a2,2026-06-07T00:33:32.454Z,2026-06-03T12:00:49Z,141.3310848,42.988128,83.5,114.7,0.2,0,0,0,0,6,2,-99999.9,-99999.9,47,[1],2.51,3.74
2c000014a2,2026-06-07T00:33:32.486Z,2026-06-03T18:01:32Z,141.330944,42.988032,95.1,126.3,0,0,0,0,0,4,2,-99999.9,-99999.9,92,[1],3.32,4.23
2c000014a2,2026-06-07T00:33:32.487Z,2026-06-03T23:50:31Z,141.3306368,42.9876672,-40.5,-9.3,0,0,0,0,0,5,2,-99999.9,-99999.9,29,[2],1.73,3.54
2c000014a2,2026-06-07T00:33:32.489Z,2026-06-04T00:00:06Z,141.3336832,42.9825792,108.7,139.9,0,0,0,0,0,6,2,-99999.9,-99999.9,6,"[1,2]",1.46,2.28
2c000014a2,2026-06-07T00:33:32.492Z,2026-06-04T00:10:31Z,141.3336192,42.9826784,127.5,158.7,0,0,0,0,0,5,2,-99999.9,-99999.9,27,[2],1.65,1.58
2c000014a2,2026-06-07T00:33:32.493Z,2026-06-04T01:00:49Z,141.3347968,42.9876608,108.2,139.4,0.1,0,0,0,0,8,2,-99999.9,-99999.9,46,[2],1.31,1.66
2c000014a2,2026-06-07T00:33:32.496Z,2026-06-04T01:10:07Z,141.3309184,42.9882368,115.4,146.6,0.1,0,0,0,0,6,2,-99999.9,-99999.9,4,[2],1.4,3.48
2c000014a2,2026-06-07T00:33:32.497Z,2026-06-04T01:20:07Z,141.3350528,42.9882272,91.2,122.4,0.8,0,0,0,356.7,7,2,-99999.9,-99999.9,5,[2],1.37,2.27
2c000014a2,2026-06-07T00:33:32.5Z,2026-06-04T01:30:07Z,141.3350016,42.98832,79.2,110.4,0.1,0,0,0,0,7,2,-99999.9,-99999.9,5,[2],1.36,2.1
